Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2011-2012,All,20 and over,Hispanic,Saturated Fat,25.8,0.7,24.4,27.2,,,,
2011-2012,All,20 and over,Mexican American,Saturated Fat,27.7,0.9,26,29.5,,,,
2011-2012,All,20-29,All,Saturated Fat,29,0.8,27.4,30.6,,,,
2011-2012,All,30-39,All,Saturated Fat,28.6,0.9,26.8,30.5,,,,
2011-2012,All,40-49,All,Saturated Fat,28.5,0.8,26.8,30.1,,,,
2011-2012,All,50-59,All,Saturated Fat,25.7,0.8,24.2,27.2,,,,
2011-2012,All,60-69,All,Saturated Fat,23.8,0.6,22.6,25.1,,,,
2011-2012,All,70 and over,All,Saturated Fat,20.7,0.5,19.7,21.6,,,,
2011-2012,Female,19-Feb,All,Saturated Fat,23.1,0.8,21.6,24.5,,,,
2011-2012,Female,5-Feb,All,Saturated Fat,20,0.7,18.5,21.4,,,,
2011-2012,Female,11-Jun,All,Saturated Fat,24.5,0.9,22.8,26.2,,,,
2011-2012,Female,19-Dec,All,Saturated Fat,23.1,0.8,21.6,24.5,,,,
2011-2012,Female,20 and over,All,Saturated Fat,22.3,0.5,21.3,23.2,,,,
2011-2012,Female,20-29,All,Saturated Fat,24.6,0.6,23.4,25.7,,,,
2011-2012,Female,30-39,All,Saturated Fat,24.8,0.9,23,26.5,,,,
2011-2012,Female,40-49,All,Saturated Fat,22.3,0.8,20.7,23.9,,,,
2011-2012,Female,50-59,All,Saturated Fat,22.1,1.1,19.9,24.4,,,,
2011-2012,Female,60-69,All,Saturated Fat,20.2,1.2,17.8,22.5,,,,
2011-2012,Female,70 and over,All,Saturated Fat,18.4,0.7,16.9,19.8,,,,
2011-2012,Male,19-Feb,All,Saturated Fat,31.6,1.2,29.3,33.9,,,,
2011-2012,Male,5-Feb,All,Saturated Fat,21.5,1.4,18.7,24.2,,,,
2011-2012,Male,11-Jun,All,Saturated Fat,26.8,0.6,25.6,28,,,,
2011-2012,Male,19-Dec,All,Saturated Fat,31.6,1.2,29.3,33.9,,,,
2011-2012,Male,20 and over,All,Saturated Fat,30.9,0.5,29.8,32,,,,
2011-2012,Male,20-29,All,Saturated Fat,33.1,1.4,30.4,35.9,,,,
2011-2012,Male,30-39,All,Saturated Fat,32.4,1.1,30.2,34.6,,,,
2011-2012,Male,40-49,All,Saturated Fat,34.8,1.6,31.7,38,,,,
2011-2012,Male,50-59,All,Saturated Fat,29.5,1.6,26.5,32.6,,,,
2011-2012,Male,60-69,All,Saturated Fat,27.9,1,25.8,29.9,,,,
2011-2012,Male,70 and over,All,Saturated Fat,23.7,0.9,22,25.4,,,,
2011-2012,All,19-Feb,All,Sodium,"3,593.20",84.3,"3,426.60","3,759.80",,,,
2011-2012,All,19-Feb,Non-Hispanic White,Sodium,"3,666.90",149.8,"3,371.00","3,962.80",,,,
2011-2012,All,19-Feb,Non-Hispanic Black,Sodium,"3,257.40",93.5,"3,072.70","3,442.20",,,,
2011-2012,All,19-Feb,Non-Hispanic Asian,Sodium,"3,540.10",191.4,"3,161.90","3,918.30",,,,
2011-2012,All,19-Feb,Hispanic,Sodium,"3,556.90",138.4,"3,283.60","3,830.20",,,,
2011-2012,All,19-Feb,Mexican American,Sodium,"3,805.00",186.5,"3,436.50","4,173.50",,,,
2011-2012,All,5-Feb,All,Sodium,"2,284.70",48.7,"2,188.50","2,380.90",,,,
2011-2012,All,11-Jun,All,Sodium,"3,079.80",65.4,"2,950.60","3,209.00",,,,
2011-2012,All,19-Dec,All,Sodium,"3,593.20",84.3,"3,426.60","3,759.80",,,,
2011-2012,All,20 and over,All,Sodium,"3,592.20",29.1,"3,534.60","3,649.70",,,,
2011-2012,All,20 and over,Non-Hispanic White,Sodium,"3,573.60",40.8,"3,492.90","3,654.20",,,,
2011-2012,All,20 and over,Non-Hispanic Black,Sodium,"3,536.20",72.4,"3,393.20","3,679.10",,,,
2011-2012,All,20 and over,Non-Hispanic Asian,Sodium,"3,827.00",119.7,"3,590.60","4,063.50",,,,
2011-2012,All,20 and over,Hispanic,Sodium,"3,654.10",72.8,"3,510.40","3,797.90",,,,
2011-2012,All,20 and over,Mexican American,Sodium,"3,809.30",76,"3,659.10","3,959.50",,,,
2011-2012,All,20-29,All,Sodium,"3,904.70",87.4,"3,731.90","4,077.40",,,,
2011-2012,All,30-39,All,Sodium,"3,879.00",101.9,"3,677.80","4,080.30",,,,
2011-2012,All,40-49,All,Sodium,"3,852.70",103.2,"3,648.80","4,056.50",,,,
2011-2012,All,50-59,All,Sodium,"3,462.60",83.3,"3,298.10","3,627.10",,,,
2011-2012,All,60-69,All,Sodium,"3,273.60",81,"3,113.60","3,433.50",,,,
2011-2012,All,70 and over,All,Sodium,"2,872.30",45.6,"2,782.10","2,962.40",,,,
2011-2012,Female,19-Feb,All,Sodium,"2,948.80",71.9,"2,806.70","3,090.80",,,,
2011-2012,Female,5-Feb,All,Sodium,"2,205.60",53.2,"2,100.50","2,310.70",,,,
2011-2012,Female,11-Jun,All,Sodium,"2,953.70",92.1,"2,771.80","3,135.50",,,,
2011-2012,Female,19-Dec,All,Sodium,"2,948.80",71.9,"2,806.70","3,090.80",,,,
2011-2012,Female,20 and over,All,Sodium,"2,997.40",36.8,"2,924.70","3,070.20",,,,
2011-2012,Female,20-29,All,Sodium,"3,294.50",93.6,"3,109.60","3,479.30",,,,
2011-2012,Female,30-39,All,Sodium,"3,178.90",70.2,"3,040.20","3,317.60",,,,
2011-2012,Female,40-49,All,Sodium,"3,089.10",92.4,"2,906.50","3,271.80",,,,
2011-2012,Female,50-59,All,Sodium,"2,972.30",100.6,"2,773.70","3,171.00",,,,
2011-2012,Female,60-69,All,Sodium,"2,768.70",112.1,"2,547.30","2,990.20",,,,
2011-2012,Female,70 and over,All,Sodium,"2,526.40",67.1,"2,393.90","2,659.00",,,,
2011-2012,Male,19-Feb,All,Sodium,"4,220.00",113.3,"3,996.10","4,444.00",,,,
2011-2012,Male,5-Feb,All,Sodium,"2,361.10",90.5,"2,182.40","2,539.90",,,,
2011-2012,Male,11-Jun,All,Sodium,"3,195.70",80.3,"3,037.00","3,354.40",,,,
2011-2012,Male,19-Dec,All,Sodium,"4,220.00",113.3,"3,996.10","4,444.00",,,,
2011-2012,Male,20 and over,All,Sodium,"4,218.20",52,"4,115.50","4,320.80",,,,
2011-2012,Male,20-29,All,Sodium,"4,477.20",131.3,"4,217.80","4,736.60",,,,
2011-2012,Male,30-39,All,Sodium,"4,558.90",139.1,"4,284.00","4,833.80",,,,
2011-2012,Male,40-49,All,Sodium,"4,646.30",183.6,"4,283.60","5,008.90",,,,
2011-2012,Male,50-59,All,Sodium,"3,995.70",117.6,"3,763.40","4,227.90",,,,
2011-2012,Male,60-69,All,Sodium,"3,824.00",77.3,"3,671.30","3,976.60",,,,
2011-2012,Male,70 and over,All,Sodium,"3,327.90",108.3,"3,113.90","3,541.90",,,,
2011-2012,All,19-Feb,All,Vitamin D,5.6,0.3,5.2,6.1,,,,
2011-2012,All,19-Feb,Non-Hispanic White,Vitamin D,5.9,0.3,5.3,6.6,,,,
2011-2012,All,19-Feb,Non-Hispanic Black,Vitamin D,3.7,0.2,3.3,4.2,,,,
2011-2012,All,19-Feb,Non-Hispanic Asian,Vitamin D,5.6,0.5,4.5,6.6,,,,
2011-2012,All,19-Feb,Hispanic,Vitamin D,6.3,0.8,4.8,7.8,,,,
2011-2012,All,19-Feb,Mexican American,Vitamin D,6.6,0.5,5.5,7.6,,,,
2011-2012,All,5-Feb,All,Vitamin D,6.6,0.3,6.1,7.1,,,,
2011-2012,All,11-Jun,All,Vitamin D,6,0.2,5.6,6.4,,,,
2011-2012,All,19-Dec,All,Vitamin D,5.6,0.3,5.2,6.1,,,,
2011-2012,All,20 and over,All,Vitamin D,4.7,0.1,4.4,5,,,,
2011-2012,All,20 and over,Non-Hispanic White,Vitamin D,4.8,0.2,4.4,5.2,,,,
2011-2012,All,20 and over,Non-Hispanic Black,Vitamin D,4.1,0.2,3.7,4.4,,,,
2011-2012,All,20 and over,Non-Hispanic Asian,Vitamin D,4.8,0.3,4.3,5.3,,,,
2011-2012,All,20 and over,Hispanic,Vitamin D,4.6,0.2,4.3,5,,,,
2011-2012,All,20 and over,Mexican American,Vitamin D,4.7,0.3,4.2,5.2,,,,
2011-2012,All,20-29,All,Vitamin D,4.3,0.2,3.8,4.8,,,,
2011-2012,All,30-39,All,Vitamin D,4.9,0.2,4.4,5.3,,,,
2011-2012,All,40-49,All,Vitamin D,5,0.5,4.1,5.9,,,,
2011-2012,All,50-59,All,Vitamin D,4.4,0.3,3.9,4.9,,,,
2011-2012,All,60-69,All,Vitamin D,4.6,0.2,4.3,4.9,,,,
2011-2012,All,70 and over,All,Vitamin D,5.1,0.3,4.6,5.7,,,,
2011-2012,Female,19-Feb,All,Vitamin D,4.3,0.3,3.8,4.9,,,,
2011-2012,Female,5-Feb,All,Vitamin D,6.2,0.2,5.8,6.6,,,,
2011-2012,Female,11-Jun,All,Vitamin D,5.4,0.3,4.9,5.9,,,,
2011-2012,Female,19-Dec,All,Vitamin D,4.3,0.3,3.8,4.9,,,,
2011-2012,Female,20 and over,All,Vitamin D,3.9,0.1,3.7,4.2,,,,
2011-2012,Female,20-29,All,Vitamin D,3.7,0.2,3.2,4.1,,,,
2011-2012,Female,30-39,All,Vitamin D,4.2,0.3,3.7,4.7,,,,
2011-2012,Female,40-49,All,Vitamin D,3.8,0.4,3.1,4.6,,,,
2011-2012,Female,50-59,All,Vitamin D,3.6,0.2,3.2,4,,,,
2011-2012,Female,60-69,All,Vitamin D,3.9,0.2,3.5,4.3,,,,
2011-2012,Female,70 and over,All,Vitamin D,4.7,0.4,4,5.5,,,,
2011-2012,Male,19-Feb,All,Vitamin D,6.9,0.5,6,7.8,,,,
2011-2012,Male,5-Feb,All,Vitamin D,7,0.4,6.2,7.8,,,,
2011-2012,Male,11-Jun,All,Vitamin D,6.6,0.2,6.1,7,,,,
2011-2012,Male,19-Dec,All,Vitamin D,6.9,0.5,6,7.8,,,,
2011-2012,Male,20 and over,All,Vitamin D,5.5,0.2,5.1,5.9,,,,
2011-2012,Male,20-29,All,Vitamin D,4.9,0.4,4.1,5.7,,,,
2011-2012,Male,30-39,All,Vitamin D,5.5,0.4,4.7,6.2,,,,
2011-2012,Male,40-49,All,Vitamin D,6.2,0.6,4.9,7.5,,,,
2011-2012,Male,50-59,All,Vitamin D,5.3,0.6,4.2,6.4,,,,
2011-2012,Male,60-69,All,Vitamin D,5.3,0.3,4.8,5.9,,,,
2011-2012,Male,70 and over,All,Vitamin D,5.6,0.4,4.9,6.3,,,,
2013-2014,All,19-Feb,All,Calcium,"1,017.00",23.9,"1,064.20",969.9,,,,
2013-2014,All,19-Feb,Non-Hispanic White,Calcium,"1,051.50",42.4,"1,135.20",967.8,,,,
2013-2014,All,19-Feb,Non-Hispanic Black,Calcium,902,45.8,992.4,811.6,,,,
2013-2014,All,19-Feb,Non-Hispanic Asian,Calcium,971.9,97.4,"1,164.30",779.4,,,,
2013-2014,All,19-Feb,Hispanic,Calcium,"1,030.80",37.4,"1,104.70",956.9,,,,
2013-2014,All,19-Feb,Mexican American,Calcium,"1,000.60",38.6,"1,076.70",924.4,,,,
2013-2014,All,5-Feb,All,Calcium,932.7,33.5,866.5,998.9,,,,
2013-2014,All,11-Jun,All,Calcium,"1,076.00",29.3,"1,018.20","1,133.80",,,,
2013-2014,All,19-Dec,All,Calcium,"1,017.00",23.9,969.9,"1,064.20",,,,
2013-2014,All,20 and over,All,Calcium,965.2,11.8,988.5,941.9,,,,
2013-2014,All,20 and over,Non-Hispanic White,Calcium,996.8,16.1,"1,028.50",965,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Calcium,821.4,19.3,859.5,783.3,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Calcium,729.2,26.1,780.9,677.6,,,,
2013-2014,All,20 and over,Hispanic,Calcium,"1,019.70",25.3,"1,069.60",969.8,,,,
2013-2014,All,20 and over,Mexican American,Calcium,"1,058.70",37.9,"1,133.40",983.9,,,,
2013-2014,All,20-29,All,Calcium,"1,082.90",45,994.1,"1,171.70",,,,
2013-2014,All,30-39,All,Calcium,"1,003.20",19.3,965.2,"1,041.20",,,,
2013-2014,All,40-49,All,Calcium,974.4,21.7,931.5,"1,017.30",,,,
2013-2014,All,50-59,All,Calcium,917.2,25.3,867.1,967.2,,,,
2013-2014,All,60-69,All,Calcium,900.2,29.7,841.6,958.8,,,,
2013-2014,All,70 and over,All,Calcium,866.8,16.2,834.8,898.8,,,,
2013-2014,Female,19-Feb,All,Calcium,842.4,33.3,908.2,776.6,,,,
2013-2014,Female,5-Feb,All,Calcium,925.9,45,837,"1,014.80",,,,
2013-2014,Female,11-Jun,All,Calcium,960.2,28.1,904.6,"1,015.80",,,,
2013-2014,Female,19-Dec,All,Calcium,842.4,33.3,776.6,908.2,,,,
2013-2014,Female,20 and over,All,Calcium,851.9,10.9,873.3,830.4,,,,
2013-2014,Female,20-29,All,Calcium,872.1,32.8,807.3,937,,,,
2013-2014,Female,30-39,All,Calcium,911.9,27.9,856.9,966.9,,,,
2013-2014,Female,40-49,All,Calcium,864.6,23.6,818,911.1,,,,
2013-2014,Female,50-59,All,Calcium,828.5,30,769.2,887.7,,,,
2013-2014,Female,60-69,All,Calcium,813.8,30.4,753.8,873.8,,,,
2013-2014,Female,70 and over,All,Calcium,809.1,28.6,752.7,865.5,,,,
2013-2014,Male,19-Feb,All,Calcium,"1,185.80",35.4,"1,255.80","1,115.80",,,,
2013-2014,Male,5-Feb,All,Calcium,939.8,33.6,873.4,"1,006.20",,,,
2013-2014,Male,11-Jun,All,Calcium,"1,175.20",41.5,"1,093.10","1,257.30",,,,
2013-2014,Male,19-Dec,All,Calcium,"1,185.80",35.4,"1,115.80","1,255.80",,,,
2013-2014,Male,20 and over,All,Calcium,"1,085.50",18.3,"1,121.60","1,049.50",,,,
2013-2014,Male,20-29,All,Calcium,"1,284.30",65,"1,155.90","1,412.70",,,,
2013-2014,Male,30-39,All,Calcium,"1,093.90",30.1,"1,034.40","1,153.30",,,,
2013-2014,Male,40-49,All,Calcium,"1,091.60",40.8,"1,011.00","1,172.20",,,,
2013-2014,Male,50-59,All,Calcium,"1,013.00",36.7,940.5,"1,085.50",,,,
2013-2014,Male,60-69,All,Calcium,996.6,41.1,915.5,"1,077.70",,,,
2013-2014,Male,70 and over,All,Calcium,939.5,40.6,859.4,"1,019.60",,,,
2013-2014,All,19-Feb,All,Dietary Fiber,14.5,0.4,15.3,13.8,,,,
2013-2014,All,19-Feb,Non-Hispanic White,Dietary Fiber,13.8,0.5,14.8,12.8,,,,
2013-2014,All,19-Feb,Non-Hispanic Black,Dietary Fiber,13.5,0.7,15,12.1,,,,
2013-2014,All,19-Feb,Non-Hispanic Asian,Dietary Fiber,16.6,2,20.7,12.6,,,,
2013-2014,All,19-Feb,Hispanic,Dietary Fiber,16.6,0.9,18.4,14.8,,,,
2013-2014,All,19-Feb,Mexican American,Dietary Fiber,16.5,1,18.5,14.6,,,,
2013-2014,All,5-Feb,All,Dietary Fiber,11.6,0.4,10.8,12.4,,,,
2013-2014,All,11-Jun,All,Dietary Fiber,14.5,0.5,13.5,15.5,,,,
2013-2014,All,19-Dec,All,Dietary Fiber,14.5,0.4,13.8,15.3,,,,
2013-2014,All,20 and over,All,Dietary Fiber,17.1,0.3,17.6,16.5,,,,
2013-2014,All,20 and over,Non-Hispanic White,Dietary Fiber,16.6,0.3,17.3,16,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Dietary Fiber,15.4,0.5,16.4,14.4,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Dietary Fiber,18.7,0.7,20.1,17.2,,,,
2013-2014,All,20 and over,Hispanic,Dietary Fiber,19.7,0.7,21,18.3,,,,
2013-2014,All,20 and over,Mexican American,Dietary Fiber,21.1,0.9,22.9,19.3,,,,
2013-2014,All,20-29,All,Dietary Fiber,16,0.5,15.1,17,,,,
2013-2014,All,30-39,All,Dietary Fiber,17.8,0.4,17.1,18.6,,,,
2013-2014,All,40-49,All,Dietary Fiber,17.4,0.3,16.8,18.1,,,,
2013-2014,All,50-59,All,Dietary Fiber,17.3,0.6,16.1,18.5,,,,
2013-2014,All,60-69,All,Dietary Fiber,16.9,0.6,15.8,18.1,,,,
2013-2014,All,70 and over,All,Dietary Fiber,16.8,0.5,15.8,17.8,,,,
2013-2014,Female,19-Feb,All,Dietary Fiber,12.5,0.6,13.8,11.3,,,,
2013-2014,Female,5-Feb,All,Dietary Fiber,10.8,0.4,10,11.6,,,,
2013-2014,Female,11-Jun,All,Dietary Fiber,13.9,0.5,12.9,14.9,,,,
2013-2014,Female,19-Dec,All,Dietary Fiber,12.5,0.6,11.3,13.8,,,,
2013-2014,Female,20 and over,All,Dietary Fiber,15.4,0.3,15.9,14.8,,,,
2013-2014,Female,20-29,All,Dietary Fiber,14.3,0.4,13.5,15.1,,,,
2013-2014,Female,30-39,All,Dietary Fiber,16.5,0.5,15.6,17.5,,,,
2013-2014,Female,40-49,All,Dietary Fiber,16,0.4,15.2,16.7,,,,
2013-2014,Female,50-59,All,Dietary Fiber,15.3,0.7,13.8,16.7,,,,
2013-2014,Female,60-69,All,Dietary Fiber,15.2,0.6,14.1,16.3,,,,
2013-2014,Female,70 and over,All,Dietary Fiber,15.2,0.5,14.3,16.1,,,,
2013-2014,Male,19-Feb,All,Dietary Fiber,16.4,0.4,17.3,15.6,,,,
2013-2014,Male,5-Feb,All,Dietary Fiber,12.4,0.5,11.4,13.3,,,,
2013-2014,Male,11-Jun,All,Dietary Fiber,15,0.7,13.7,16.4,,,,
2013-2014,Male,19-Dec,All,Dietary Fiber,16.4,0.4,15.6,17.3,,,,
2013-2014,Male,20 and over,All,Dietary Fiber,18.8,0.4,19.6,18,,,,
2013-2014,Male,20-29,All,Dietary Fiber,17.7,0.8,16.2,19.3,,,,
2013-2014,Male,30-39,All,Dietary Fiber,19.1,0.5,18.1,20.2,,,,
2013-2014,Male,40-49,All,Dietary Fiber,19,0.7,17.7,20.4,,,,
2013-2014,Male,50-59,All,Dietary Fiber,19.5,0.9,17.7,21.3,,,,
2013-2014,Male,60-69,All,Dietary Fiber,18.9,0.9,17.1,20.7,,,,
2013-2014,Male,70 and over,All,Dietary Fiber,18.9,1.1,16.7,21,,,,
2013-2014,All,19-Feb,All,Iron,14.8,0.3,15.3,14.2,,,,
2013-2014,All,19-Feb,Non-Hispanic White,Iron,14.8,0.5,15.8,13.8,,,,
2013-2014,All,19-Feb,Non-Hispanic Black,Iron,14.1,0.4,14.9,13.2,,,,
2013-2014,All,19-Feb,Non-Hispanic Asian,Iron,14.4,1.5,17.4,11.4,,,,
2013-2014,All,19-Feb,Hispanic,Iron,15.3,0.8,16.8,13.7,,,,
2013-2014,All,19-Feb,Mexican American,Iron,14.6,0.5,15.5,13.6,,,,
2013-2014,All,5-Feb,All,Iron,11.4,0.3,10.7,12,,,,
2013-2014,All,11-Jun,All,Iron,14.3,0.3,13.7,14.8,,,,
2013-2014,All,19-Dec,All,Iron,14.8,0.3,14.2,15.3,,,,
2013-2014,All,20 and over,All,Iron,14.5,0.1,14.8,14.3,,,,
2013-2014,All,20 and over,Non-Hispanic White,Iron,14.6,0.2,14.9,14.2,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Iron,14.1,0.2,14.6,13.7,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Iron,13.5,0.3,14,12.9,,,,
2013-2014,All,20 and over,Hispanic,Iron,15.1,0.3,15.8,14.5,,,,
2013-2014,All,20 and over,Mexican American,Iron,15.8,0.5,16.9,14.8,,,,
2013-2014,All,20-29,All,Iron,15,0.5,14,16,,,,
2013-2014,All,30-39,All,Iron,14.9,0.3,14.3,15.5,,,,
2013-2014,All,40-49,All,Iron,14.1,0.4,13.4,14.8,,,,
2013-2014,All,50-59,All,Iron,15,0.5,13.9,16,,,,
2013-2014,All,60-69,All,Iron,13.7,0.4,13,14.4,,,,
2013-2014,All,70 and over,All,Iron,14.2,0.5,13.2,15.1,,,,
2013-2014,Female,19-Feb,All,Iron,12.1,0.5,13,11.1,,,,
2013-2014,Female,5-Feb,All,Iron,10.8,0.4,10,11.6,,,,
2013-2014,Female,11-Jun,All,Iron,13.8,0.5,12.7,14.8,,,,
2013-2014,Female,19-Dec,All,Iron,12.1,0.5,11.1,13,,,,
2013-2014,Female,20 and over,All,Iron,12.6,0.2,12.9,12.2,,,,
2013-2014,Female,20-29,All,Iron,12.3,0.4,11.6,13.1,,,,
2013-2014,Female,30-39,All,Iron,13.1,0.2,12.6,13.5,,,,
2013-2014,Female,40-49,All,Iron,12.4,0.4,11.5,13.2,,,,
2013-2014,Female,50-59,All,Iron,13.1,0.8,11.5,14.6,,,,
2013-2014,Female,60-69,All,Iron,12,0.4,11.3,12.7,,,,
2013-2014,Female,70 and over,All,Iron,12.4,0.5,11.4,13.4,,,,
2013-2014,Male,19-Feb,All,Iron,17.4,0.8,18.9,15.9,,,,
2013-2014,Male,5-Feb,All,Iron,12,0.5,11,13,,,,
2013-2014,Male,11-Jun,All,Iron,14.7,0.3,14,15.3,,,,
2013-2014,Male,19-Dec,All,Iron,17.4,0.8,15.9,18.9,,,,
2013-2014,Male,20 and over,All,Iron,16.6,0.2,17.1,16.2,,,,
2013-2014,Male,20-29,All,Iron,17.6,0.8,16,19.2,,,,
2013-2014,Male,30-39,All,Iron,16.7,0.5,15.7,17.8,,,,
2013-2014,Male,40-49,All,Iron,16,0.6,14.8,17.2,,,,
2013-2014,Male,50-59,All,Iron,17,0.6,15.8,18.2,,,,
2013-2014,Male,60-69,All,Iron,15.6,0.5,14.5,16.6,,,,
2013-2014,Male,70 and over,All,Iron,16.5,0.9,14.6,18.3,,,,
2013-2014,All,19-Feb,All,Potassium,"2,163.30",28,"2,218.50","2,108.00",,,,
2013-2014,All,19-Feb,Non-Hispanic White,Potassium,"2,310.80",53,"2,415.60","2,206.10",,,,
2013-2014,All,19-Feb,Non-Hispanic Black,Potassium,"2,068.60",72.1,"2,211.00","1,926.20",,,,
2013-2014,All,19-Feb,Non-Hispanic Asian,Potassium,"2,542.70",183.9,"2,906.00","2,179.40",,,,
2013-2014,All,19-Feb,Hispanic,Potassium,"2,357.50",90,"2,535.40","2,179.60",,,,
2013-2014,All,19-Feb,Mexican American,Potassium,"2,246.70",76.1,"2,397.10","2,096.30",,,,
2013-2014,All,5-Feb,All,Potassium,"1,911.60",67.9,"1,777.50","2,045.70",,,,
2013-2014,All,11-Jun,All,Potassium,"2,161.40",39.3,"2,083.80","2,239.10",,,,
2013-2014,All,19-Dec,All,Potassium,"2,276.00",45.2,"2,186.70","2,365.20",,,,
2013-2014,All,20 and over,All,Potassium,"2,657.60",30.9,"2,718.50","2,596.60",,,,
2013-2014,All,20 and over,Non-Hispanic White,Potassium,"2,697.20",33.8,"2,763.90","2,630.40",,,,
2013-2014,All,20 and over,Non-Hispanic Black,Potassium,"2,448.80",43.6,"2,535.10","2,362.60",,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Potassium,"2,574.40",56.4,"2,685.90","2,462.90",,,,
2013-2014,All,20 and over,Hispanic,Potassium,"2,695.20",70.2,"2,833.80","2,556.60",,,,
2013-2014,All,20 and over,Mexican American,Potassium,"2,730.00",91.7,"2,911.20","2,548.80",,,,
2013-2014,All,20-29,All,Potassium,"2,593.60",68.5,"2,458.30","2,729.00",,,,
2013-2014,All,30-39,All,Potassium,"2,678.70",35.5,"2,608.60","2,748.70",,,,
2013-2014,All,40-49,All,Potassium,"2,742.00",34.2,"2,674.40","2,809.60",,,,
2013-2014,All,50-59,All,Potassium,"2,736.20",54.3,"2,629.00","2,843.40",,,,
2013-2014,All,60-69,All,Potassium,"2,587.40",57,"2,474.70","2,700.10",,,,
2013-2014,All,70 and over,All,Potassium,"2,565.30",50.1,"2,466.40","2,664.20",,,,
2013-2014,Female,19-Feb,All,Potassium,"1,888.00",37.1,"1,961.30","1,814.60",,,,
2013-2014,Female,5-Feb,All,Potassium,"1,809.50",79.9,"1,651.80","1,967.30",,,,
2013-2014,Female,11-Jun,All,Potassium,"1,961.90",49.3,"1,864.50","2,059.30",,,,
2013-2014,Female,19-Dec,All,Potassium,"1,873.30",63.2,"1,748.40","1,998.10",,,,
2013-2014,Female,20 and over,All,Potassium,"2,320.00",35,"2,389.10","2,250.90",,,,
2013-2014,Female,20-29,All,Potassium,"2,158.30",55,"2,049.60","2,266.90",,,,
2013-2014,Female,30-39,All,Potassium,"2,364.40",63.9,"2,238.20","2,490.50",,,,
2013-2014,Female,40-49,All,Potassium,"2,405.50",40.7,"2,325.20","2,485.80",,,,
2013-2014,Female,50-59,All,Potassium,"2,390.20",62,"2,267.70","2,512.80",,,,
2013-2014,Female,60-69,All,Potassium,"2,300.60",86.4,"2,129.80","2,471.30",,,,
2013-2014,Female,70 and over,All,Potassium,"2,290.40",56.9,"2,178.00","2,402.70",,,,
2013-2014,Male,19-Feb,All,Potassium,"2,423.30",37,"2,496.40","2,350.20",,,,
2013-2014,Male,5-Feb,All,Potassium,"2,019.10",76.9,"1,867.30","2,171.00",,,,
2013-2014,Male,11-Jun,All,Potassium,"2,332.40",53.1,"2,227.50","2,437.30",,,,
2013-2014,Male,19-Dec,All,Potassium,"2,665.30",41.8,"2,582.80","2,747.80",,,,
2013-2014,Male,20 and over,All,Potassium,"3,016.10",36,"3,087.10","2,945.00",,,,
2013-2014,Male,20-29,All,Potassium,"3,009.50",96.6,"2,818.70","3,200.40",,,,
2013-2014,Male,30-39,All,Potassium,"2,990.80",53.9,"2,884.30","3,097.20",,,,
2013-2014,Male,40-49,All,Potassium,"3,101.00",74.4,"2,954.00","3,248.00",,,,
2013-2014,Male,50-59,All,Potassium,"3,109.90",74.6,"2,962.50","3,257.30",,,,
2013-2014,Male,60-69,All,Potassium,"2,907.60",55.2,"2,798.60","3,016.60",,,,
2013-2014,Male,70 and over,All,Potassium,"2,911.90",89.5,"2,735.00","3,088.70",,,,
2013-2014,All,19-Feb,All,Saturated Fat,26,0.5,25,26.9,,,,
2013-2014,All,19-Feb,Non-Hispanic White,Saturated Fat,26.1,1,24.3,28,,,,
2013-2014,All,19-Feb,Non-Hispanic Black,Saturated Fat,26,1.4,23.3,28.7,,,,
2013-2014,All,19-Feb,Non-Hispanic Asian,Saturated Fat,22.6,1.5,19.6,25.6,,,,
2013-2014,All,19-Feb,Hispanic,Saturated Fat,26.9,1.5,23.9,29.8,,,,
2013-2014,All,19-Feb,Mexican American,Saturated Fat,25.8,1.5,22.8,28.8,,,,
2013-2014,All,5-Feb,All,Saturated Fat,19.4,0.6,18.3,20.5,,,,
2013-2014,All,11-Jun,All,Saturated Fat,26.3,0.8,24.6,27.9,,,,
2013-2014,All,19-Dec,All,Saturated Fat,26,0.5,25,26.9,,,,
2013-2014,All,20 and over,All,Saturated Fat,26.8,0.3,26.2,27.3,,,,
2013-2014,All,20 and over,Non-Hispanic White,Saturated Fat,27.3,0.4,26.5,28,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Saturated Fat,26.9,0.7,25.6,28.2,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Saturated Fat,19.1,0.7,17.7,20.6,,,,
2013-2014,All,20 and over,Hispanic,Saturated Fat,26.8,0.7,25.4,28.2,,,,
2013-2014,All,20 and over,Mexican American,Saturated Fat,27.3,1.1,25.1,29.4,,,,
2013-2014,All,20-29,All,Saturated Fat,29.4,1,27.5,31.3,,,,
2013-2014,All,30-39,All,Saturated Fat,28,0.6,26.8,29.2,,,,
