OVRL_HEALTH,SELFDESC_WEIGHT,MIN_MOD_PA,MIN_VIG_PA,DAY_STR_EXR,SUB_ANY_TOBACCO,SUB_ANY_ALCOHOL,SUB_ANY_CANNABIS,SUB_3MO_TOBACCO,SUB_3MO_ALCOHOL,SUB_3MO_CANNABIS,AGE,SUGAR_7D
Fair,Very overweight,140,0,0,No,Yes,Yes,,Weekly,Daily or almost daily,21,1
Very Good,Slightly overweight,0,30,0,No,No,No,,,,22,0
Good,Slightly overweight,120,0,0,No,Yes,No,,Never,,32,3
Good,About the right weight,120,0,2,Yes,Yes,Yes,Never,Weekly,Weekly,25,0
Excellent,About the right weight,30,120,0,Yes,Yes,Yes,Never,Monthly,Never,29,1
Good,Slightly overweight,200,45,2,Yes,Yes,Yes,Daily or almost daily,Weekly,Never,29,7
Very Good,Slightly underweight,120,30,1,No,Yes,Yes,,Once or twice,Never,25,5
Excellent,Very overweight,300,300,5,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,20,0
Very Good,Slightly overweight,30,0,1,Yes,Yes,Yes,Never,Weekly,Never,39,4
Very Good,About the right weight,60,30,1,No,Yes,No,,Monthly,,22,6
Good,About the right weight,240,60,0,Yes,Yes,Yes,Never,Monthly,Never,27,3
Fair,Very overweight,360,360,6,No,No,No,,,,26,0
Good,Slightly overweight,360,60,3,No,Yes,Yes,,Once or twice,Once or twice,22,12
Very Good,Slightly overweight,240,0,0,Yes,Yes,Yes,Once or twice,Once or twice,Never,41,2
Good,Slightly overweight,240,90,0,No,No,No,,,,20,3
Fair,About the right weight,60,6,2,No,No,No,,,,,0
Very Good,Slightly overweight,150,0,5,Yes,Yes,Yes,Never,Once or twice,Never,20,18
Very Good,About the right weight,5,0,1,No,No,No,,,,25,0
,Slightly underweight,150,0,1,No,No,No,,,,25,0
Very Good,About the right weight,180,300,3,No,Yes,Yes,,Monthly,Once or twice,21,4
Very Good,Slightly overweight,150,0,0,No,No,No,,,,35,2
Excellent,About the right weight,380,0,5,No,No,No,,,,42,0
Good,Slightly overweight,60,0,0,No,No,Yes,,,Once or twice,20,1
Good,About the right weight,60,0,0,No,Yes,No,,Once or twice,,20,1
Good,About the right weight,30,0,1,No,Yes,No,,Monthly,,23,1
Very Good,Slightly overweight,300,120,6,No,Yes,No,,Once or twice,,22,8
Good,Very overweight,30,0,0,No,No,No,,,,49,2
Good,About the right weight,15,0,0,No,Yes,No,,Monthly,,30,1
Good,About the right weight,90,0,2,Yes,Yes,Yes,Never,Weekly,Never,28,3
Good,About the right weight,90,30,2,No,Yes,No,,Once or twice,,36,0
Good,Slightly overweight,3000,0,0,Yes,Yes,Yes,Never,Once or twice,Once or twice,21,4
Very Good,About the right weight,300,100,2,No,Yes,No,,Once or twice,,21,4
Good,Very overweight,45,0,0,No,Yes,Yes,,Weekly,Weekly,20,0
Very Good,Slightly overweight,60,60,2,No,Yes,No,,Monthly,,32,0
Good,Slightly overweight,300,30,1,No,Yes,Yes,,Once or twice,Weekly,27,0
Very Good,About the right weight,120,60,4,Yes,Yes,Yes,Never,Weekly,Never,26,1
Good,About the right weight,150,0,0,No,Yes,Yes,,Weekly,Daily or almost daily,27,9
Fair,Very overweight,1200,0,0,Yes,Yes,Yes,Never,Once or twice,Never,22,5
Very Good,About the right weight,120,60,3,No,No,No,,,,21,2
Excellent,Slightly underweight,150,300,5,No,No,No,,,,26,5
Fair,Very overweight,130,0,0,Yes,Yes,No,Never,Once or twice,,20,1
Excellent,About the right weight,20,20,1,No,No,No,,,,20,0
Fair,Slightly overweight,100,0,2,Yes,Yes,Yes,Never,Monthly,Daily or almost daily,27,0
Good,Slightly underweight,400,300,4,No,Yes,Yes,,Once or twice,Once or twice,22,1
Very Good,About the right weight,2400,60,1,No,No,No,,,,38,0
,About the right weight,30,10,2,No,No,,,,,34,2
Very Good,About the right weight,45,25,0,No,Yes,No,,Never,,36,21
Very Good,About the right weight,480,420,6,No,Yes,Yes,,Weekly,Daily or almost daily,25,2
Very Good,About the right weight,1185,0,6,No,Yes,Yes,,Monthly,Never,22,1
Very Good,Slightly overweight,30,60,2,No,No,No,,,,33,0
Very Good,About the right weight,45,120,0,Yes,Yes,Yes,Daily or almost daily,Weekly,Daily or almost daily,21,0
Good,About the right weight,300,200,3,No,No,No,,,,40,0
Very Good,About the right weight,45,45,5,No,No,No,,,,38,1
Very Good,About the right weight,1200,120,1,Yes,Yes,No,Never,Monthly,,31,0
Excellent,About the right weight,120,120,4,No,No,No,,,,21,1
Excellent,About the right weight,60,60,4,No,Yes,No,,Once or twice,,40,0
Very Good,Slightly overweight,160,30,0,No,Yes,Yes,,Monthly,,22,0
Very Good,Slightly overweight,360,120,5,No,Yes,Yes,,Once or twice,Never,35,0
Very Good,Slightly overweight,240,90,2,No,Yes,Yes,,Weekly,Daily or almost daily,28,1
Very Good,Slightly overweight,360,120,3,No,No,No,,,,35,1
Very Good,About the right weight,350,120,4,No,Yes,Yes,,Monthly,Monthly,23,5
Good,Very overweight,300,100,2,Yes,Yes,Yes,Weekly,Once or twice,Daily or almost daily,21,12
Excellent,Slightly underweight,180,60,1,Yes,Yes,Yes,Once or twice,Weekly,Monthly,22,3
Fair,Slightly overweight,,,,No,No,No,,,,55,0
Excellent,About the right weight,420,420,7,Yes,Yes,No,Never,Never,,30,0
Good,Slightly overweight,120,60,2,No,Yes,Yes,,Monthly,Never,21,1
Good,About the right weight,30,0,0,No,No,No,,,,21,24
Good,Very overweight,700,0,0,Yes,Yes,No,Never,Never,,48,0
Good,Slightly overweight,150,0,3,Yes,Yes,Yes,Once or twice,Daily or almost daily,Never,32,0
Very Good,Very overweight,120,0,0,Yes,Yes,Yes,Daily or almost daily,Weekly,Weekly,28,1
,About the right weight,120,0,0,No,No,No,,,,29,10
Very Good,About the right weight,45,0,0,Yes,Yes,Yes,Never,Monthly,Never,28,0
Excellent,About the right weight,300,300,5,No,Yes,Yes,,Monthly,Monthly,21,0
Good,About the right weight,0,0,0,Yes,Yes,No,Daily or almost daily,Weekly,,21,25
Excellent,Slightly overweight,20,0,1,No,Yes,Yes,,Once or twice,Once or twice,27,8
Good,Slightly overweight,180,30,0,Yes,Yes,Yes,Once or twice,Weekly,Never,27,6
Very Good,About the right weight,360,60,6,No,Yes,No,,Monthly,,27,0
Fair,About the right weight,600,0,0,No,No,No,,,,31,1
Poor,About the right weight,20,0,0,No,No,No,,,,39,0
Good,Very overweight,30,0,0,Yes,Yes,Yes,Never,Once or twice,Once or twice,31,1
Very Good,About the right weight,180,240,2,Yes,Yes,No,Never,Monthly,,40,0
Good,About the right weight,120,0,0,No,Yes,No,,Weekly,,24,1
Very Good,About the right weight,120,140,0,No,Yes,No,,Once or twice,,24,0
Good,Slightly overweight,120,0,0,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,27,3
Excellent,About the right weight,60,0,0,No,No,No,,,,25,0
Good,Slightly overweight,60,80,4,Yes,Yes,Yes,Monthly,Weekly,Daily or almost daily,22,14
Good,Slightly overweight,80,60,4,Yes,Yes,Yes,Weekly,Weekly,Weekly,29,0
Good,Slightly overweight,180,0,0,Yes,Yes,Yes,Daily or almost daily,Monthly,Daily or almost daily,27,2
Fair,About the right weight,260,150,3,Yes,Yes,Yes,Never,Never,Never,24,9
Fair,About the right weight,,,3,No,No,No,,,,,
Excellent,Very overweight,300,0,0,Yes,Yes,Yes,Never,Monthly,Never,36,12
Very Good,Slightly overweight,140,0,0,Yes,Yes,Yes,Never,Never,Never,33,1
Very Good,About the right weight,60,0,1,Yes,Yes,Yes,Once or twice,Once or twice,Never,30,1
Good,About the right weight,200,150,0,Yes,Yes,Yes,Never,Weekly,Monthly,31,0
Good,Very overweight,90,0,0,Yes,Yes,Yes,Never,Once or twice,Never,31,1
Very Good,Slightly overweight,350,90,2,No,No,No,,,,34,0
Excellent,About the right weight,300,30,3,Yes,Yes,Yes,Once or twice,Weekly,Once or twice,40,5
Good,Slightly overweight,60,120,2,Yes,Yes,Yes,Never,Weekly,Never,28,0
Very Good,Slightly overweight,840,70,7,No,Yes,No,,Daily or almost daily,,49,0
Fair,About the right weight,720,0,0,No,Yes,Yes,,Once or twice,Never,28,0
Good,About the right weight,135,30,2,No,Yes,Yes,,Once or twice,Weekly,27,0
Good,Very overweight,420,200,5,No,No,No,,,,38,0
Good,Very overweight,0,0,2,No,Yes,No,,Never,,57,2
Good,About the right weight,420,0,0,No,Yes,No,,Daily or almost daily,,45,8
Good,About the right weight,300,60,0,No,No,No,,,,42,0
Good,Very overweight,180,0,1,No,No,Yes,,,Once or twice,59,2
Very Good,About the right weight,500,360,0,No,No,No,,,,74,0
Good,Slightly overweight,40,3,0,Yes,Yes,Yes,Never,Once or twice,Never,51,0
Very Good,Very overweight,600,120,0,Yes,Yes,Yes,Never,Monthly,Once or twice,46,2
Poor,About the right weight,0,0,0,Yes,No,Yes,Daily or almost daily,,Daily or almost daily,52,7
Very Good,About the right weight,540,540,4,Yes,Yes,Yes,Never,Weekly,Weekly,51,0
Good,About the right weight,360,0,0,Yes,Yes,Yes,Never,Weekly,Never,,0
Very Good,Slightly overweight,90,15,0,No,Yes,Yes,,Weekly,Never,51,1
Very Good,About the right weight,60,180,3,No,Yes,No,,Monthly,,39,0
Good,About the right weight,300,120,3,Yes,Yes,Yes,Once or twice,Weekly,Once or twice,42,4
Good,About the right weight,120,90,4,No,Yes,No,,Monthly,,41,2
Very Good,About the right weight,380,180,3,Yes,Yes,Yes,Never,Never,Never,34,0
Very Good,About the right weight,180,0,0,No,Yes,No,,Daily or almost daily,,51,5
Good,Slightly overweight,60,0,0,No,No,No,,,,45,0
Good,About the right weight,200,30,2,Yes,Yes,Yes,Daily or almost daily,Never,Never,38,0
Good,Very overweight,150,90,2,Yes,Yes,Yes,Never,Daily or almost daily,Never,45,3
Very Good,Slightly overweight,360,0,0,Yes,Yes,Yes,Never,Once or twice,Never,43,0
Good,About the right weight,30,0,1,Yes,Yes,Yes,Never,Once or twice,Weekly,45,7
Good,Slightly underweight,300,300,3,Yes,Yes,Yes,Never,Daily or almost daily,Daily or almost daily,38,1
Good,Slightly overweight,120,60,3,No,Yes,No,,Monthly,,34,1
Very Good,About the right weight,200,200,5,No,No,No,,,,45,0
Very Good,About the right weight,200,30,0,Yes,Yes,Yes,Never,Daily or almost daily,Once or twice,36,0
Fair,Very overweight,30,0,1,No,Yes,No,,Once or twice,,44,0
Very Good,Slightly overweight,30,45,1,No,Yes,Yes,,Never,Never,50,1
Good,Slightly overweight,230,45,5,No,Yes,Yes,,Monthly,Weekly,34,5
Very Good,About the right weight,120,220,1,Yes,Yes,Yes,Never,Weekly,Weekly,44,0
Very Good,Slightly underweight,200,150,3,No,Yes,No,,Weekly,,34,1
Good,Slightly overweight,700,500,4,No,Yes,No,,Weekly,,41,0
Very Good,Slightly overweight,60,60,3,No,Yes,Yes,,Monthly,Never,34,3
Good,Very underweight,30,0,0,No,Yes,No,,Never,,35,0
Excellent,About the right weight,120,30,3,Yes,Yes,No,Never,Daily or almost daily,,43,1
Very Good,Slightly overweight,120,0,0,No,No,No,,,,43,1
Very Good,Slightly underweight,,,,Yes,Yes,,Never,Once or twice,,58,
Good,About the right weight,120,120,2,No,Yes,No,,Weekly,,34,2
Good,About the right weight,30,0,1,Yes,Yes,Yes,Once or twice,Weekly,Monthly,37,1
Excellent,About the right weight,30,120,1,Yes,Yes,Yes,Never,Never,Never,34,1
Very Good,About the right weight,180,0,0,No,No,No,,,,34,1
Poor,Slightly underweight,420,0,3,No,No,No,,,,33,0
Fair,Very overweight,60,0,0,Yes,Yes,No,Once or twice,Weekly,,32,0
Good,Slightly underweight,60,0,2,Yes,Yes,Yes,Weekly,Monthly,Daily or almost daily,39,18
Excellent,Slightly overweight,120,120,3,No,Yes,Yes,,Daily or almost daily,Never,36,0
Very Good,About the right weight,480,400,4,Yes,Yes,Yes,Never,Daily or almost daily,Weekly,31,0
Fair,Very overweight,45,0,3,Yes,Yes,Yes,Never,Weekly,Never,63,0
Very Good,About the right weight,120,240,4,No,Yes,No,,Daily or almost daily,,42,0
Good,About the right weight,200,50,4,Yes,Yes,Yes,Never,Monthly,Never,32,10
Fair,Slightly underweight,0,0,0,Yes,Yes,Yes,Never,Monthly,Never,33,0
Very Good,About the right weight,600,400,5,No,Yes,No,,Weekly,,26,1
Good,Slightly overweight,250,20,1,Yes,Yes,Yes,Never,Daily or almost daily,Weekly,35,1
Good,Slightly overweight,2400,0,1,No,Yes,Yes,,Monthly,Once or twice,30,5
Excellent,About the right weight,180,30,4,No,Yes,Yes,,Weekly,Weekly,30,1
Excellent,About the right weight,90,60,1,Yes,Yes,Yes,Once or twice,Weekly,Never,38,0
Excellent,Slightly overweight,300,400,4,Yes,Yes,Yes,Never,Weekly,Never,30,0
Very Good,About the right weight,700,400,3,Yes,Yes,Yes,Never,Monthly,Weekly,34,0
Good,About the right weight,300,240,1,Yes,Yes,Yes,Daily or almost daily,Weekly,Daily or almost daily,32,12
Good,Slightly overweight,360,0,0,Yes,Yes,Yes,Once or twice,Weekly,Weekly,35,2
Very Good,About the right weight,270,60,1,Yes,Yes,Yes,Daily or almost daily,Never,Never,29,4
Excellent,Very overweight,20,15,2,No,No,No,,,,31,0
Very Good,About the right weight,120,0,2,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Never,29,1
Very Good,About the right weight,300,600,7,Yes,Yes,Yes,Daily or almost daily,Weekly,Monthly,29,0
Fair,Slightly underweight,300,60,5,Yes,Yes,Yes,Never,Once or twice,Never,34,0
Fair,Very overweight,350,35,3,No,No,No,,,,,0
Very Good,Slightly overweight,120,0,2,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,30,5
Excellent,About the right weight,300,120,0,Yes,Yes,Yes,Once or twice,Once or twice,Never,35,0
Excellent,About the right weight,60,60,2,No,Yes,Yes,,Weekly,Weekly,30,0
Excellent,Slightly overweight,60,100,3,No,No,No,,,,35,2
Very Good,About the right weight,200,60,3,Yes,Yes,No,Monthly,Weekly,,28,0
Excellent,About the right weight,30,0,0,No,No,No,,,,28,0
Very Good,Slightly overweight,245,140,5,No,Yes,No,,Once or twice,,29,0
Very Good,Slightly overweight,400,60,3,Yes,Yes,Yes,Never,Daily or almost daily,Monthly,34,0
Fair,Slightly overweight,30,10,1,No,Yes,Yes,,Once or twice,Weekly,28,0
Very Good,About the right weight,300,120,0,No,Yes,No,,Weekly,,28,0
Good,Slightly overweight,500,30,2,No,Yes,No,,Once or twice,,29,0
Excellent,About the right weight,180,300,5,No,No,No,,,,28,0
Good,Slightly overweight,150,0,0,Yes,Yes,Yes,Never,Weekly,Never,28,0
Fair,Slightly underweight,300,60,1,Yes,Yes,Yes,Never,Never,Weekly,33,0
Very Good,About the right weight,,,3,,,,,,,29,0
Very Good,Slightly overweight,420,60,5,Yes,Yes,Yes,Never,Monthly,Never,29,1
Good,About the right weight,240,0,0,Yes,Yes,Yes,Once or twice,Daily or almost daily,Daily or almost daily,28,4
Good,Slightly overweight,60,300,5,No,Yes,Yes,,Monthly,Monthly,28,1
Very Good,About the right weight,120,120,2,No,No,No,,,,28,5
Fair,About the right weight,120,0,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Weekly,42,7
Very Good,About the right weight,60,15,1,Yes,Yes,Yes,Once or twice,Weekly,Once or twice,27,1
Good,Very overweight,30,30,1,No,Yes,No,,Monthly,,28,1
Very Good,About the right weight,1500,600,3,Yes,Yes,Yes,Never,Once or twice,Never,34,3
Good,Slightly overweight,0,0,0,No,Yes,No,,Once or twice,,28,1
Very Good,Slightly overweight,160,250,0,No,Yes,No,,Monthly,,28,0
Good,About the right weight,500,30,3,Yes,Yes,Yes,Once or twice,Weekly,Never,27,4
Good,Slightly overweight,120,0,0,Yes,Yes,Yes,Never,Weekly,Weekly,27,1
Good,About the right weight,840,420,4,Yes,Yes,Yes,Once or twice,Monthly,Never,27,5
Very Good,About the right weight,120,120,4,No,Yes,No,,Daily or almost daily,,58,0
Very Good,About the right weight,840,210,6,No,Yes,Yes,,Once or twice,Weekly,32,0
Fair,Very overweight,210,105,5,No,Yes,No,,Monthly,,26,0
Very Good,Slightly overweight,100,10,2,No,Yes,No,,Weekly,,35,7
Good,About the right weight,500,120,1,Yes,Yes,Yes,Once or twice,Weekly,Weekly,27,1
Very Good,About the right weight,120,10,3,No,Yes,No,,Daily or almost daily,,26,0
Very Good,Slightly overweight,180,0,1,Yes,Yes,No,Weekly,Weekly,,27,2
Very Good,Slightly overweight,210,210,5,Yes,Yes,Yes,Once or twice,Monthly,Daily or almost daily,32,1
Good,Slightly underweight,465,30,3,No,No,No,,,,26,2
Fair,Slightly overweight,60,0,0,No,Yes,No,,Weekly,,27,0
Good,Slightly overweight,150,0,0,No,No,No,,,,26,1
Very Good,About the right weight,180,120,3,Yes,Yes,Yes,Once or twice,Daily or almost daily,Once or twice,27,3
Good,About the right weight,30,0,0,No,No,No,,,,26,0
Excellent,About the right weight,90,60,0,Yes,Yes,Yes,Daily or almost daily,Weekly,Daily or almost daily,26,1
Good,About the right weight,60,60,0,No,No,Yes,,,Weekly,26,2
Fair,Slightly overweight,60,0,2,No,Yes,No,,Once or twice,,27,2
Good,About the right weight,360,0,0,No,No,No,,,,27,0
Good,Slightly overweight,240,120,3,No,No,No,,,,26,0
Fair,About the right weight,210,840,3,Yes,Yes,No,Daily or almost daily,Never,,28,7
Fair,Slightly overweight,60,0,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Daily or almost daily,27,0
Excellent,About the right weight,300,60,3,Yes,Yes,Yes,Never,Once or twice,Once or twice,26,0
Very Good,Slightly overweight,45,0,0,Yes,Yes,Yes,Never,Weekly,Never,31,0
Excellent,About the right weight,100,200,6,No,Yes,Yes,,Weekly,Daily or almost daily,26,1
Very Good,Slightly underweight,30,0,0,No,No,No,,,,33,0
Good,About the right weight,180,0,4,Yes,Yes,Yes,Once or twice,Never,Weekly,30,4
Very Good,Slightly overweight,320,120,2,Yes,Yes,Yes,Daily or almost daily,Once or twice,Weekly,27,0
Good,About the right weight,120,30,0,No,Yes,Yes,,Monthly,Monthly,28,1
Good,About the right weight,360,30,1,No,Yes,Yes,,Once or twice,Daily or almost daily,28,6
Very Good,Very overweight,60,60,1,Yes,Yes,Yes,Once or twice,Monthly,Never,44,1
Good,About the right weight,120,60,3,No,No,No,,,,32,3
,About the right weight,120,60,2,No,No,No,,,,25,4
Good,Very overweight,90,0,0,No,No,No,,,,32,0
Good,Slightly underweight,60,30,1,Yes,Yes,Yes,Daily or almost daily,Weekly,Weekly,26,1
Excellent,Slightly overweight,120,0,0,Yes,Yes,Yes,Never,Once or twice,Once or twice,33,0
Good,About the right weight,60,180,3,No,Yes,Yes,,Never,Never,25,1
Good,Slightly overweight,360,180,4,Yes,Yes,Yes,Never,Monthly,Weekly,26,1
Good,About the right weight,600,100,5,No,Yes,No,,Monthly,,26,0
Fair,Slightly underweight,90,240,4,Yes,Yes,Yes,Once or twice,Weekly,Daily or almost daily,25,1
Good,About the right weight,160,450,5,No,No,No,,,,27,0
Fair,Very overweight,120,20,1,No,Yes,No,,Once or twice,,25,1
Good,About the right weight,280,60,2,No,No,No,,,,42,12
,About the right weight,128,0,2,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,25,2
Very Good,About the right weight,140,90,4,No,No,No,,,,24,0
Very Good,Slightly underweight,60,30,1,No,Yes,Yes,,Monthly,Once or twice,26,1
Very Good,About the right weight,30,0,0,,,,,,,25,0
Very Good,About the right weight,60,60,0,No,No,No,,,,28,3
Fair,Slightly underweight,155,35,1,Yes,Yes,Yes,Daily or almost daily,Monthly,Daily or almost daily,24,2
Very Good,Slightly overweight,90,90,4,Yes,Yes,No,Once or twice,Monthly,,26,1
Excellent,About the right weight,300,200,5,No,Yes,Yes,,Weekly,Weekly,37,5
Fair,Very overweight,240,0,0,No,No,No,,,,25,1
Excellent,Slightly overweight,170,500,0,No,No,No,,,,42,20
Very Good,About the right weight,180,0,0,No,Yes,No,,Never,,26,3
Excellent,About the right weight,600,100,7,No,Yes,No,,Never,,71,0
Very Good,About the right weight,230,90,3,Yes,Yes,Yes,Never,Never,Never,27,0
Very Good,Slightly overweight,95,0,5,No,No,No,,,,29,0
Very Good,Slightly underweight,30,10,1,No,Yes,Yes,,Weekly,Once or twice,26,10
Good,Very overweight,0,0,0,Yes,Yes,Yes,Never,Never,Never,25,3
Good,About the right weight,100,15,0,Yes,Yes,Yes,Never,Never,Never,27,1
Good,Slightly underweight,60,60,4,Yes,Yes,Yes,Never,Weekly,Never,24,0
Very Good,Very underweight,150,25,5,Yes,Yes,Yes,Daily or almost daily,Weekly,Daily or almost daily,24,1
Excellent,About the right weight,400,400,6,Yes,Yes,Yes,Monthly,Weekly,Once or twice,25,0
Very Good,Slightly underweight,60,100,0,Yes,No,Yes,Monthly,,Monthly,31,0
Good,Slightly overweight,30,30,3,No,No,No,,,,24,1
Excellent,About the right weight,300,240,5,No,No,No,,,,25,2
Very Good,Slightly overweight,60,60,6,No,Yes,No,,Once or twice,,25,0
Fair,About the right weight,180,180,3,No,Yes,No,,Never,,25,0
Good,About the right weight,60,0,0,No,No,No,,,,25,8
Very Good,Slightly overweight,240,360,6,No,No,No,,,,24,0
Very Good,About the right weight,180,240,4,Yes,Yes,No,Once or twice,Monthly,,26,0
Good,Slightly underweight,180,60,2,Yes,Yes,Yes,Weekly,Once or twice,Daily or almost daily,25,1
Good,About the right weight,480,140,4,Yes,Yes,Yes,Never,Never,Daily or almost daily,25,1
Very Good,Slightly underweight,240,60,1,No,No,No,,,,26,0
Good,Slightly underweight,60,0,1,No,Yes,Yes,,Once or twice,Never,24,0
Good,Slightly overweight,90,0,0,Yes,Yes,No,Daily or almost daily,Monthly,,27,0
Good,Slightly overweight,360,0,0,No,Yes,Yes,,Monthly,Daily or almost daily,24,4
Very Good,About the right weight,360,90,5,No,No,No,,,,28,1
Very Good,About the right weight,120,40,1,Yes,Yes,Yes,Weekly,Monthly,Weekly,33,4
Very Good,Slightly overweight,90,0,4,No,No,No,,,,56,3
Fair,Slightly overweight,900,200,3,Yes,Yes,Yes,Never,Daily or almost daily,Never,27,0
Good,Very overweight,300,0,0,Yes,No,Yes,Never,,Never,29,1
Good,Slightly overweight,270,270,0,No,No,No,,,,26,4
Excellent,About the right weight,240,30,3,No,Yes,Yes,,Weekly,Once or twice,23,2
Very Good,Very overweight,3000,0,0,No,Yes,No,,Once or twice,,24,3
Very Good,Slightly underweight,60,60,2,Yes,Yes,Yes,Once or twice,Weekly,Monthly,23,6
Excellent,About the right weight,120,100,1,No,No,No,,,,23,3
Excellent,About the right weight,120,60,2,No,Yes,Yes,,Monthly,Daily or almost daily,24,0
Very Good,Slightly overweight,50,0,2,No,No,No,,,,23,2
Excellent,About the right weight,60,60,4,Yes,Yes,Yes,Daily or almost daily,Weekly,Never,23,4
Poor,Very overweight,0,0,0,Yes,Yes,No,Never,Monthly,,23,20
Very Good,About the right weight,300,5,0,Yes,Yes,Yes,Never,Never,Daily or almost daily,26,4
Very Good,Slightly overweight,2000,66,1,Yes,Yes,Yes,Once or twice,Monthly,Weekly,24,15
Very Good,Very overweight,180,0,0,No,No,No,,,,23,1
Excellent,About the right weight,60,0,0,Yes,Yes,Yes,Never,Once or twice,Never,24,1
Good,Slightly overweight,600,0,0,No,Yes,Yes,,Once or twice,Never,29,1
Excellent,About the right weight,120,120,5,No,No,No,,,,24,
Very Good,About the right weight,60,0,0,Yes,Yes,Yes,Daily or almost daily,Weekly,Once or twice,23,3
Very Good,Slightly overweight,0,30,1,No,Yes,Yes,,Weekly,Never,26,0
Good,Slightly overweight,280,0,0,Yes,Yes,Yes,Once or twice,Once or twice,Daily or almost daily,24,0
Excellent,About the right weight,630,120,5,Yes,Yes,Yes,Once or twice,Once or twice,Never,33,0
Good,About the right weight,350,0,0,Yes,Yes,Yes,Never,Once or twice,Never,26,0
Very Good,Slightly overweight,40,40,2,Yes,Yes,Yes,Never,Once or twice,Once or twice,44,20
Good,Slightly overweight,0,240,1,Yes,No,No,Daily or almost daily,,,41,0
Very Good,Very overweight,100,210,4,Yes,Yes,Yes,Weekly,Weekly,Weekly,29,0
Fair,Very overweight,60,0,0,Yes,Yes,Yes,Never,Daily or almost daily,Never,40,1
Very Good,Slightly overweight,45,0,2,No,No,No,,,,23,2
Very Good,About the right weight,120,60,3,Yes,Yes,Yes,Never,Monthly,Once or twice,22,2
Good,About the right weight,120,20,1,Yes,Yes,Yes,Daily or almost daily,Once or twice,Once or twice,22,24
Good,Slightly underweight,60,40,6,No,Yes,Yes,,Once or twice,Daily or almost daily,29,0
Good,Slightly underweight,500,0,5,No,No,No,,,,27,2
Excellent,About the right weight,60,30,0,No,No,No,,,,28,1
Excellent,About the right weight,30,20,0,No,No,No,,,,24,0
Good,About the right weight,360,0,0,Yes,No,Yes,Daily or almost daily,,Weekly,,4
Good,Very overweight,300,300,3,No,Yes,Yes,,Weekly,Never,22,0
,Very overweight,1000,30,1,No,Yes,No,,Never,,23,0
Good,Very overweight,300,240,4,Yes,Yes,Yes,Never,Weekly,Never,23,0
Good,About the right weight,60,60,5,Yes,Yes,Yes,Weekly,Weekly,Weekly,23,5
Very Good,About the right weight,150,90,5,No,No,No,,,,22,0
Good,About the right weight,210,60,2,No,No,No,,,,23,0
Good,Slightly overweight,60,120,2,No,No,No,,,,22,0
Very Good,Very overweight,10,0,0,No,No,No,,,,23,0
Very Good,Very overweight,49,50,3,Yes,Yes,Yes,Never,Once or twice,Once or twice,23,2
Very Good,Slightly overweight,120,480,0,No,Yes,Yes,,Weekly,Never,22,2
Fair,Slightly underweight,90,0,0,No,No,No,,,,23,2
Fair,About the right weight,500,200,2,No,Yes,Yes,,Once or twice,Daily or almost daily,23,20
Very Good,About the right weight,180,360,0,No,Yes,No,,Once or twice,,23,1
Very Good,Slightly underweight,120,3000,5,No,Yes,No,,Monthly,,22,0
Fair,Very overweight,500,120,2,No,No,Yes,,,Daily or almost daily,22,3
Very Good,About the right weight,600,120,2,No,No,No,,,,24,1
Excellent,Very overweight,120,120,0,No,No,No,,,,24,0
Good,Slightly overweight,150,270,4,Yes,Yes,Yes,Never,Once or twice,Never,22,10
Fair,About the right weight,180,60,4,Yes,Yes,Yes,Once or twice,Monthly,Monthly,22,0
Very Good,About the right weight,290,200,3,No,Yes,No,,Monthly,,23,3
Fair,About the right weight,500,5,0,No,Yes,Yes,,Weekly,Daily or almost daily,22,4
Fair,Very overweight,60,90,3,Yes,Yes,Yes,Never,Monthly,Weekly,28,2
Very Good,Slightly overweight,80,90,4,Yes,Yes,Yes,Daily or almost daily,Monthly,Daily or almost daily,22,4
Very Good,About the right weight,90,300,5,Yes,Yes,Yes,Daily or almost daily,Weekly,Weekly,23,4
Excellent,Slightly overweight,840,0,0,No,Yes,No,,Weekly,,23,0
Good,Very overweight,30,20,1,Yes,Yes,Yes,Never,Once or twice,Once or twice,22,1
Very Good,About the right weight,75,0,4,Yes,Yes,Yes,Never,Never,Weekly,23,0
Excellent,About the right weight,240,0,5,No,Yes,Yes,,Once or twice,Once or twice,22,15
Fair,About the right weight,200,0,0,No,No,No,,,,23,0
Very Good,About the right weight,300,120,1,No,No,Yes,,,Daily or almost daily,23,2
Excellent,About the right weight,30,20,1,No,No,No,,,,25,0
Excellent,About the right weight,150,50,5,No,Yes,No,,Weekly,,22,2
Very Good,About the right weight,30,0,0,No,No,No,,,,22,1
Very Good,About the right weight,20,10,0,No,No,No,,,,22,0
Very Good,Slightly overweight,720,720,4,No,No,No,,,,23,0
Very Good,About the right weight,90,0,0,No,No,No,,,,22,5
Very Good,Slightly overweight,100,0,0,Yes,Yes,Yes,Weekly,Never,Never,62,0
